Autoridad Ambiental,Nombre de la estación,Latitud,Longitud,Ubicación,Departamento,Municipio,Tipo de Estación,Variable,Unidades,Tiempo Promedio,Promedio,Número de Excedencias,Representatividad Temporal,Porcentaje de excedencias,Mediana,Percentil 98,Máximo,Mínimo,Días con Excedencias
AMVA,BAR-HSVP,6.436,-75.333431,"(6.436, -75.333431)",ANTIOQUIA,BARBOSA,Fija,PM10,ugm3,24,26.8,0,103,0,25,50.5,60,10,0
AMVA,BAR-PDLA,6.409306,-75.417306,"(6.409306, -75.417306)",ANTIOQUIA,BARBOSA,Fija,O3,ugm3,1,32.5,6,97,0.07,24.9,87.4,146.1,0.2,5
AMVA,BAR-PDLA,6.409306,-75.417306,"(6.409306, -75.417306)",ANTIOQUIA,BARBOSA,Fija,O3,ugm3,8,32.5,96,97,1.13,29.8,76.2,112.1,0.8,29
AMVA,BEL-USBV,6.330697,-75.568669,"(6.330697, -75.568669)",ANTIOQUIA,BELLO,Fija,NO,ugm3,1,7.1,0,86,0,3.3,41.7,146.6,0,0
AMVA,BEL-USBV,6.330697,-75.568669,"(6.330697, -75.568669)",ANTIOQUIA,BELLO,Fija,NO2,ugm3,1,16.3,0,89,0,14,48.6,164.1,0,0
AMVA,BEL-USBV,6.330697,-75.568669,"(6.330697, -75.568669)",ANTIOQUIA,BELLO,Fija,NO2,ugm3,24,16.2,0,89,0,15.6,30.9,38.1,3.4,0
AMVA,BEL-USBV,6.330697,-75.568669,"(6.330697, -75.568669)",ANTIOQUIA,BELLO,Fija,O3,ugm3,1,29.9,39,91,0.49,22.6,88.2,243.9,0,26
AMVA,BEL-USBV,6.330697,-75.568669,"(6.330697, -75.568669)",ANTIOQUIA,BELLO,Fija,O3,ugm3,8,29.9,45,91,0.57,27.1,71.4,125.9,0.1,12
AMVA,BEL-USBV,6.330697,-75.568669,"(6.330697, -75.568669)",ANTIOQUIA,BELLO,Fija,PM10,ugm3,1,45.5,0,92,0,42,98.8,201,2,0
AMVA,BEL-USBV,6.330697,-75.568669,"(6.330697, -75.568669)",ANTIOQUIA,BELLO,Fija,PM10,ugm3,24,45.5,0,92,0,44,84.7,100,25,0
AMVA,CAL-LASA,6.101972,-75.641944,"(6.101972, -75.641944)",ANTIOQUIA,CALDAS,Fija,O3,ugm3,1,36.4,216,92,2.67,21.8,125.8,213.4,0,90
AMVA,CAL-LASA,6.101972,-75.641944,"(6.101972, -75.641944)",ANTIOQUIA,CALDAS,Fija,O3,ugm3,8,36.4,627,92,7.76,30.1,101,153.1,0.9,134
AMVA,CAL-LASA,6.101972,-75.641944,"(6.101972, -75.641944)",ANTIOQUIA,CALDAS,Fija,PM2.5,ugm3,1,29.8,0,90,0,27,73,152,1,0
AMVA,CAL-LASA,6.101972,-75.641944,"(6.101972, -75.641944)",ANTIOQUIA,CALDAS,Fija,PM2.5,ugm3,24,29.7,12,89,3.68,28,56,92,6,12
AMVA,CAL-PMER (S),6.094611,-75.638,"(6.094611, -75.638)",ANTIOQUIA,CALDAS,Fija,PM10,ugm3,24,45.1,0,93,0,45,66.2,89,20,0
AMVA,COP-HSMA,6.352639,-75.508139,"(6.352639, -75.508139)",ANTIOQUIA,COPACABANA,Fija,PM10,ugm3,24,30.2,0,93,0,29,59.9,70,7,0
AMVA,EST-MAGO,6.155111,-75.639167,"(6.155111, -75.639167)",ANTIOQUIA,LA ESTRELLA,Fija,PM10,ugm3,24,48.1,0,96,0,48,76.4,81,19,0
AMVA,EST-METR,6.1523,-75.6274,"(6.1523, -75.6274)",ANTIOQUIA,SABANETA,Fija,CO,mgm3,1,1.3,0,83,0,1.3,2.2,3.2,0,0
AMVA,EST-METR,6.1523,-75.6274,"(6.1523, -75.6274)",ANTIOQUIA,SABANETA,Fija,CO,mgm3,8,1.3,0,82,0,1.3,2,2.6,0.1,0
AMVA,EST-METR,6.1523,-75.6274,"(6.1523, -75.6274)",ANTIOQUIA,SABANETA,Fija,NO,ugm3,1,45.8,0,87,0,36.4,149.8,283.6,0.1,0
AMVA,EST-METR,6.1523,-75.6274,"(6.1523, -75.6274)",ANTIOQUIA,SABANETA,Fija,NO2,ugm3,1,30.8,0,90,0,28.4,72.2,123.7,0.2,0
AMVA,EST-METR,6.1523,-75.6274,"(6.1523, -75.6274)",ANTIOQUIA,SABANETA,Fija,NO2,ugm3,24,30.8,0,90,0,31.2,47.5,54.8,7.6,0
AMVA,EST-METR,6.1523,-75.6274,"(6.1523, -75.6274)",ANTIOQUIA,SABANETA,Fija,PM2.5,ugm3,1,51.1,0,90,0,49,103.2,172,1,0
AMVA,EST-METR,6.1523,-75.6274,"(6.1523, -75.6274)",ANTIOQUIA,SABANETA,Fija,PM2.5,ugm3,24,51.1,148,90,45.26,50,83,98,23,148
AMVA,Estacion_Secretaria,6.252719,-75.569683,"(6.252719, -75.569683)",ANTIOQUIA,MEDELLÍN,Indicativa,CO,mgm3,1,1.8,0,2,0,2.1,3.5,4.2,0.1,0
AMVA,Estacion_Secretaria,6.252719,-75.569683,"(6.252719, -75.569683)",ANTIOQUIA,MEDELLÍN,Indicativa,CO,mgm3,8,2,0,2,0,2.2,3,3,0.2,0
AMVA,Estacion_Secretaria,6.252719,-75.569683,"(6.252719, -75.569683)",ANTIOQUIA,MEDELLÍN,Indicativa,NO,ugm3,1,10.8,0,3,0,6.2,46,68.8,1.2,0
AMVA,Estacion_Secretaria,6.252719,-75.569683,"(6.252719, -75.569683)",ANTIOQUIA,MEDELLÍN,Indicativa,NO2,ugm3,1,21.8,0,3,0,20.7,45.6,58.3,1.9,0
AMVA,Estacion_Secretaria,6.252719,-75.569683,"(6.252719, -75.569683)",ANTIOQUIA,MEDELLÍN,Indicativa,NO2,ugm3,24,21.8,0,3,0,23.9,35.9,36.6,8.3,0
AMVA,Estacion_Secretaria,6.252719,-75.569683,"(6.252719, -75.569683)",ANTIOQUIA,MEDELLÍN,Indicativa,PM10,ugm3,1,38.9,0,4,0,37,70,92,10,0
AMVA,Estacion_Secretaria,6.252719,-75.569683,"(6.252719, -75.569683)",ANTIOQUIA,MEDELLÍN,Indicativa,PM10,ugm3,24,39.2,0,4,0,41,46,46,28,0
AMVA,Estacion_Secretaria,6.252719,-75.569683,"(6.252719, -75.569683)",ANTIOQUIA,MEDELLÍN,Indicativa,PM2.5,ugm3,1,21.5,0,4,0,21,44.8,80,4,0
AMVA,Estacion_Secretaria,6.252719,-75.569683,"(6.252719, -75.569683)",ANTIOQUIA,MEDELLÍN,Indicativa,PM2.5,ugm3,24,21.5,0,4,0,22,27.5,28,15,0
AMVA,GIR-IECO,6.378517,-75.443986,"(6.378517, -75.443986)",ANTIOQUIA,GIRARDOTA,Fija,PM10,ugm3,1,50.5,0,96,0,47,112,469,2,0
AMVA,GIR-IECO,6.378517,-75.443986,"(6.378517, -75.443986)",ANTIOQUIA,GIRARDOTA,Fija,PM10,ugm3,24,50.4,4,95,1.16,48,87.6,105,27,4
AMVA,GIR-SOSN,6.379,-75.4509,"(6.379, -75.4509)",ANTIOQUIA,GIRARDOTA,Fija,CO,mgm3,1,0.5,0,31,0,0.5,1.1,1.9,0.1,0
AMVA,GIR-SOSN,6.379,-75.4509,"(6.379, -75.4509)",ANTIOQUIA,GIRARDOTA,Fija,CO,mgm3,8,0.5,0,31,0,0.5,1,1.6,0.1,0
AMVA,GIR-SOSN,6.379,-75.4509,"(6.379, -75.4509)",ANTIOQUIA,GIRARDOTA,Fija,NO,ugm3,1,13.5,0,26,0,7.8,63.2,113.6,0.1,0
AMVA,GIR-SOSN,6.379,-75.4509,"(6.379, -75.4509)",ANTIOQUIA,GIRARDOTA,Fija,NO2,ugm3,1,19.7,0,26,0,18.1,52.6,107.4,0.2,0
AMVA,GIR-SOSN,6.379,-75.4509,"(6.379, -75.4509)",ANTIOQUIA,GIRARDOTA,Fija,NO2,ugm3,24,19.7,0,25,0,19.1,33.7,41.8,7.5,0
AMVA,GIR-SOSN,6.379,-75.4509,"(6.379, -75.4509)",ANTIOQUIA,GIRARDOTA,Fija,O3,ugm3,1,26,0,29,0,19.6,78.3,110.7,1.2,0
AMVA,GIR-SOSN,6.379,-75.4509,"(6.379, -75.4509)",ANTIOQUIA,GIRARDOTA,Fija,O3,ugm3,8,26,6,29,0.24,22.4,65.2,97.5,1.7,1
AMVA,GIR-SOSN,6.379,-75.4509,"(6.379, -75.4509)",ANTIOQUIA,GIRARDOTA,Fija,PM2.5,ugm3,1,20.8,0,28,0,19,48.8,83,1,0
AMVA,GIR-SOSN,6.379,-75.4509,"(6.379, -75.4509)",ANTIOQUIA,GIRARDOTA,Fija,PM2.5,ugm3,24,20.6,0,26,0,20,33,34,12,0
AMVA,GIR-SOSN,6.379,-75.4509,"(6.379, -75.4509)",ANTIOQUIA,GIRARDOTA,Fija,SO2,ugm3,1,22.1,0,30,0,15.7,87.7,353.3,5.2,0
AMVA,GIR-SOSN,6.379,-75.4509,"(6.379, -75.4509)",ANTIOQUIA,GIRARDOTA,Fija,SO2,ugm3,3,22,0,29,0,17.2,70.8,206.1,5.2,0
AMVA,GIR-SOSN,6.379,-75.4509,"(6.379, -75.4509)",ANTIOQUIA,GIRARDOTA,Fija,SO2,ugm3,24,22.1,0,29,0,22.2,40.3,44.1,6.9,0
AMVA,ITA-CJUS,6.188444,-75.600667,"(6.188444, -75.600667)",ANTIOQUIA,ITAGÜÍ,Fija,NO,ugm3,1,14.8,0,82,0,6.8,77.5,164.8,0,0
AMVA,ITA-CJUS,6.188444,-75.600667,"(6.188444, -75.600667)",ANTIOQUIA,ITAGÜÍ,Fija,NO2,ugm3,1,28.7,0,81,0,26.5,71.7,114.2,0,0
AMVA,ITA-CJUS,6.188444,-75.600667,"(6.188444, -75.600667)",ANTIOQUIA,ITAGÜÍ,Fija,NO2,ugm3,24,28.9,0,80,0,28.5,47.8,56,7.2,0
AMVA,ITA-CJUS,6.188444,-75.600667,"(6.188444, -75.600667)",ANTIOQUIA,ITAGÜÍ,Fija,PM2.5,ugm3,1,27.8,0,87,0,25,68,88,1,0
AMVA,ITA-CJUS,6.188444,-75.600667,"(6.188444, -75.600667)",ANTIOQUIA,ITAGÜÍ,Fija,PM2.5,ugm3,24,27.9,6,86,1.92,26,47.8,62,9,6
AMVA,ITA-CONC,6.17125,-75.647694,"(6.17125, -75.647694)",ANTIOQUIA,ITAGÜÍ,Fija,O3,ugm3,1,41.9,386,97,4.53,32.1,141.1,227.5,0.4,148
AMVA,ITA-CONC,6.17125,-75.647694,"(6.17125, -75.647694)",ANTIOQUIA,ITAGÜÍ,Fija,O3,ugm3,8,41.8,904,97,10.64,36.9,109,147.4,1.1,172
AMVA,ITA-CONC,6.17125,-75.647694,"(6.17125, -75.647694)",ANTIOQUIA,ITAGÜÍ,Fija,PM10,ugm3,1,49.4,0,94,0,45,108,128,4,0
AMVA,ITA-CONC,6.17125,-75.647694,"(6.17125, -75.647694)",ANTIOQUIA,ITAGÜÍ,Fija,PM10,ugm3,24,49.5,0,95,0,48,84.1,95,26,0
AMVA,ITA-CONC,6.17125,-75.647694,"(6.17125, -75.647694)",ANTIOQUIA,ITAGÜÍ,Fija,PM2.5,ugm3,1,24.1,0,95,0,22,58,98,1,0
AMVA,ITA-CONC,6.17125,-75.647694,"(6.17125, -75.647694)",ANTIOQUIA,ITAGÜÍ,Fija,PM2.5,ugm3,24,24,5,95,1.44,23,48.1,57,7,5
AMVA,ITA-CRSV,6.174472,-75.610278,"(6.174472, -75.610278)",ANTIOQUIA,ITAGÜÍ,Fija,PM10,ugm3,24,42.9,0,19,0,46,61.8,64,20,0
AMVA,ITA-CRSV,6.174472,-75.610278,"(6.174472, -75.610278)",ANTIOQUIA,ITAGÜÍ,Fija,PST,ugm3,24,65.1,0,95,0,67.5,103,110,30,0
AMVA,ITA-PTAR,6.193806,-75.59125,"(6.193806, -75.59125)",ANTIOQUIA,ITAGÜÍ,Fija,PM10,ugm3,24,41.9,0,98,0,43,66.6,77,13,0
AMVA,MED-CORA,6.252472,-75.586083,"(6.252472, -75.586083)",ANTIOQUIA,MEDELLÍN,Fija,PM10,ugm3,24,39.8,0,91,0,38,68.8,98,17,0
AMVA,MED-EXSA,6.249333,-75.57025,"(6.249333, -75.57025)",ANTIOQUIA,MEDELLÍN,Fija,PM10,ugm3,1,64.8,0,97,0,59,138,263,8,0
AMVA,MED-EXSA,6.249333,-75.57025,"(6.249333, -75.57025)",ANTIOQUIA,MEDELLÍN,Fija,PM10,ugm3,24,64.8,8,97,2.27,63,101,112,34,8
AMVA,MED-LAYE,6.1825,-75.5506,"(6.1825, -75.5506)",ANTIOQUIA,MEDELLÍN,Fija,O3,ugm3,1,34.4,69,27,2.91,20,127,215,1.6,36
AMVA,MED-LAYE,6.1825,-75.5506,"(6.1825, -75.5506)",ANTIOQUIA,MEDELLÍN,Fija,O3,ugm3,8,34.4,124,27,5.23,27.8,90.2,116.1,2.5,35
AMVA,MED-LAYE,6.1825,-75.5506,"(6.1825, -75.5506)",ANTIOQUIA,MEDELLÍN,Fija,PM2.5,ugm3,1,21,0,26,0,20,46,83,1,0
AMVA,MED-LAYE,6.1825,-75.5506,"(6.1825, -75.5506)",ANTIOQUIA,MEDELLÍN,Fija,PM2.5,ugm3,24,21.1,0,26,0,21,29.3,35,11,0
