noid,codigo_departamento,nombre_departamento,codigo_municipio,nombre_municipio,zona_postal,codigo_postal,limite_norte,limite_sur,limite_este,limite_oeste,tipo,barrios_contenidos_en_el_codigo_postal,veredas_contenidas_en_el_codigo_postal
878,15,BOYACA,15621,RONDON,1534,153427,MUNICIPIO SIACHOQUE,M. ZETAQUIRA Y RAMIRIQUI,MUNICIPIO PESCA,M. VIRACACHA Y CIENEGA,Rural,Sin Informacion de Barrios,Caros- Juracambita
612,13,BOLIVAR,13212,CORDOBA,1325,132501,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
1622,25,CUNDINAMARCA,25372,JUNIN,2512,251220,CL 11,CL 1,KR 0,KR 7,Urbano,Sin Informacion de Barrios,JUNIN CABECERA
3302,76,VALLE DEL CAUCA,76828,TRUJILLO,7610,761020,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
1448,23,CORDOBA,23670,SAN ANDRES SOTAVENTO,2320,232030,LIMITE URBANO,LIMITE URBANO,KR 6,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
1132,18,CAQUETA,18205,CURILLO,1860,186050,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
1486,23,CORDOBA,23350,LA APARTADA,2335,233507,MUNICIPIO AYAPEL,MPIO. MONTELIBANO Y CAUCASIA,MUNICIPIO CAUCASIA,MUNICIPIO BUENAVISTA,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
2740,68,SANTANDER,68001,BUCARAMANGA,6800,680008,RIO SURATA,MUNICIPIO FLORIDABLANCA,MUNICIPIO TONA,LIMITE URBANO,Rural,Buenavista- El Diviso,Bolarqui Alto- Bolarqui Parte Baja-  Cuchilla Alta-  Gualilo Bajo-  Monserrate-  Montechiquito-  Palmas-  Retiro Grande Parte Baja-  Rosa Blanca
3543,88,ARCHIPIELAGO DE SAN ANDRES,88564,PROVIDENCIA,8800,880027,LIMITE URB. (PROVIDENCIA) Y MAR CARIBE,MAR CARIBE,MAR CARIBE,MAR CARIBE,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
776,15,BOYACA,15757,SOCHA,1516,151640,CL 9A,CL 1,KR 1,KR 13,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
3244,76,VALLE DEL CAUCA,76001,CALI,7600,760002,CL  7 N,CL 52  Y KR 1D,AC ORIENTAL,RIO CALI  Y  CL 52 N,Urbano,Calima- Chiminangos I- Chiminangos II- Flora Industrial- Los Parques - Barranquilla- Metropolitano del Norte- Torres de Comfandi- Villa del Sol,Sin Informacion de Veredas
1084,18,CAQUETA,18247,EL DONCELLO,1810,181010,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
3225,73,TOLIMA,73504,ORTEGA,7355,735501,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,KR 18,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
2588,54,NORTE DE SANTANDER,54660,SALAZAR,5445,544570,LIMITE URBANO,LIMITE URBANO,KR 4 SUR,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
702,15,BOYACA,15814,TOCA,1502,150268,MUNICIPIO TUTA,QUEBRADA RAIBA,MUNICIPIO PESCA,QUEBRADA RAIBA,Rural,Sin Informacion de Barrios,Corazon- Nocuata-  Suaneme
565,13,BOLIVAR,13222,CLEMENCIA,1305,130517,MUNICIPIO SANTA CATALINA,M. STA. ROSA Y VILLANUEVA,MUNICIPIO SANTA CATALINA,MUNICIPIO CARTAGENA,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
3189,73,TOLIMA,73449,MELGAR,7340,734001,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Alto de La Palma- Guacamayas-  La Arabia-  La Cajita-  Las Palmas-  Suburbana-  Suburbana
2007,41,HUILA,41530,PALESTINA,4170,417067,MUNICIPIO PITALITO,MUNICIPIO SANTA ROSA,MUNICIPIO ACEVEDO,MUNICIPIO PITALITO,Rural,Sin Informacion de Barrios,ALTO DE LA CRUZ- ANDES-PALMITO-  BELON-  BETANIA-  BRUSELAS-  CABUYAL DEL CEDRO-  CHARGUAYACO-  CORINTO-  EL CARMELO-  EL CARMEN-  EL MESON-  EL MESON-  EL PENCIL-  EL PORTAL-  EL SILENCIO-  EL TABOR-  EL VEGON-  FUNDADOR-  JERUSALEM-  LA ESPERANZA-  LA P
812,15,BOYACA,15491,NOBSA,1522,152280,CL 12,CL 1,KR 6,KR 14,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
2883,68,SANTANDER,68745,SIMACOTA,6835,683561,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Guayabal y Nauno- La Batalla
2030,44,LA GUAJIRA,44001,RIOHACHA,4400,440002,CL 15,CL 40,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
742,15,BOYACA,15774,SUSACON,1508,150880,LIMITE URBANO,CL 2,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
1708,25,CUNDINAMARCA,25035,ANAPOIMA,2526,252647,MUNICIPIO QUIPILE,VIA APULO - LA MESA,MUNICIPIO LA MESA,MUNICIPIO APULO,Rural,Sin Informacion de Barrios,Lautania
922,15,BOYACA,15224,CUCAITA,1540,154060,CL 9,CL 3,LIMITE URBANO,KR 10,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
1298,19,CAUCA,19532,PATIA,1955,195501,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
3135,73,TOLIMA,73347,HERVEO,7315,731540,CL 6,CL 1,KR 0,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
1770,25,CUNDINAMARCA,25320,GUADUAS,2534,253448,VIA HONDA - GUADUAS,MUNICIPIO CHAGUANI,VIA HONDA-GUADUAS-CHAGUANI,MPIO. HONDA Y ARMERO,Rural,Sin Informacion de Barrios,ACEROS Y PITAL- ACUAPAL-  BRAMADERA-  CAMPEONA-  CENICEROS-  CUCHARAL-  EL HATO-  GUACAMAYAS-  LA DESPENSA-  LA PALMITA-  LA TABLA-  LAJITAS-  MADREGAL Y CHAPAIMA-  MALAMBO-  PARAMILLO O AGUA CLARA-  PERU-  PUERTO BOGOTA  QUEBRADA GRANDE-  RIO SECO-  SAN
3524,86,PUTUMAYO,86757,SAN MIGUEL,8620,862040,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
930,15,BOYACA,15696,SANTA SOFIA,1542,154240,LIMITE URBANO,CL 6,KR 1,KR 8,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
703,15,BOYACA,15837,TUTA,1504,150401,CL 10,CL 2,KR 3,KR 9,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
1614,25,CUNDINAMARCA,25326,GUATAVITA,2510,251060,CL 12,CL 2 SUR,KR 4 E,KR 12,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
3091,70,SUCRE,70823,TOLU VIEJO,7070,707050,CL 10,LIMITE URBANO,KR 1,KR 4B,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
294,5,ANTIOQUIA,05091,BETANIA,560,56077,MUNICIPIO CIUDAD BOLIVAR,MUNICIPIO ANDES,MUNICIPIO HISPANIA,M. EL CARMEN DE ATRATO,Rural,Sin Informacion de Barrios,Altos de Jaramillos- Angostura Baja-  Angostura Media-  Arboleda-  Area sin Levantar-  Barlovento-  Bellavista-  Cascada-  Cortaderal-  El Contento-  El Tablazo-  Guadualejo-  Guaduas-  Guarico-  Hermosa-  La Armenia-  La Florida-  La Ladera-  La Libia-
325,5,ANTIOQUIA,05044,ANZA,568,56858,QUEBRADA NIVERENGO,MUNICIPIO BETULIA,MUNICIPIO EBEJICO,MPIO. URRAO Y BETULIA,Rural,Sin Informacion de Barrios,Lomitas
1812,25,CUNDINAMARCA,25653,SAN CAYETANO,2540,254050,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
3615,95,GUAVIARE,95025,EL RETORNO,9510,951001,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
590,13,BOLIVAR,13760,SOPLAVIENTO,1315,131501,KR 33,KR 10 S,CL 24,CL 1,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
579,13,BOLIVAR,13052,ARJONA,1310,131027,MUNICIPIO TURBACO,VIA B/QUILLA-SINCELEJO,M. SAN ESTANIS. Y MAHATES,MUNICIPIO TURBANA,Rural,Sin Informacion de Barrios,Gamero
2842,68,SANTANDER,68855,VALLE DE SAN JOSE,6825,682571,CL 8,CL 1,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,LLano Hondo
2847,68,SANTANDER,68322,GUAPOTA,6830,683011,CL 1,CL 6A,KR 6,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Cabecera Municipal- Centro
832,15,BOYACA,15514,PAEZ,1526,152620,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
576,13,BOLIVAR,13838,TURBANA,1310,131010,CL 27,CL 1,KR 1,KR 22,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
2170,47,MAGDALENA,47675,SALAMINA,4770,477040,CL 22,LIMITE URBANO,KR 24,KR 0,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
546,13,BOLIVAR,13001,CARTAGENA,1300,130005,MAR CARIBE,DG 31 Y TV 53,CL  33,KR  0  Y  60B,Urbano,Chapacua- Chipre- El Gallo- La Castellana- La Floresta- Las Gaviotas- Las Palmeras- Los Alpes- Nuevo Porvenir- Olaya Sr Central- Olaya Sr La Magdalena- Olaya Sr La Puntilla- Olaya Sr Playa Blanca- Olaya Sr Progreso- Olaya Sr Stella- Olaya Sr Zarabanda- Re,Sin Informacion de Veredas
809,15,BOYACA,15806,TIBASOSA,1522,152260,CL 7,DG 3,KR 4 E,KR 12,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
124,5,ANTIOQUIA,05120,CACERES,524,52450,CL 51,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
1367,20,CESAR,20517,PAILITAS,2040,204007,MUNICIPIO CHIMICHAGUA,MUNICIPIO PELAYA,MUNICIPIO EL CARMEN,MUNICIPIO TAMALAMEQUE,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
1549,25,CUNDINAMARCA,25769,SUBACHOQUE,2502,250228,VIA ZIPAQUIRA - LA PRADERA,MPIO. MADRID Y EL ROSAL,MUNICIPIO TABIO Y TENJO,VIA EL ROSAL - LA PRADERA,Rural,Sin Informacion de Barrios,SANTA ROSA
3439,85,CASANARE,85001,YOPAL,8500,850009,RIO PERMANENTE,VIA YOPAL - AGUAZUL,MUNICIPIO OROCUE,MUNICIPIO MANI Y OROCUE,Rural,Sin Informacion de Barrios,La Arenosa- La Defensa
1037,17,CALDAS,17867,VICTORIA,1740,174030,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Canaan- El Aguacate
1584,25,CUNDINAMARCA,25745,SIMIJACA,2506,250647,M. CALDAS Y CHIQUINQUIRA,MUNICIPIO SUSA,M. SAN MIGUEL DE SEMA,MUNICIPIO BUENAVISTA,Rural,Sin Informacion de Barrios,APOSENTOS- CENTRO
598,13,BOLIVAR,13062,ARROYOHONDO,1315,131567,MPIO. CALAMAR Y MAHATES,MPIO. CALAMAR Y MAHATES,MUNICIPIO CALAMAR,MUNICIPIO MAHATES,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
1660,25,CUNDINAMARCA,25339,GUTIERREZ,2518,251860,CL 10,CL 2,KR 0,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
3308,76,VALLE DEL CAUCA,76890,YOTOCO,7610,761040,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
2697,66,RISARALDA,66170,DOSQUEBRADAS,6610,661002,LIMITE URBANO,AC DEL RIO,KR  16,LIMITE URBANO,Urbano,Bosques de La Acuarela- Bosques de La Acuarela Etapa I Lote I- Bosques de La Acuarela Etapa I Lote II- Bosques de La Acuarela Etapa II- Bosques de La Acuarela Etapa III- Bosques de La Acuarela Etapa IV- Buenos Aires- Bulevar Norte- Campestre- Campestre A-,Sin Informacion de Veredas
1268,19,CAUCA,19785,SUCRE,1940,194060,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
93,5,ANTIOQUIA,05854,VALDIVIA,520,52010,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,KR 12,Urbano,Sin Informacion de Barrios,Nevado- Zapatillo
3103,73,TOLIMA,73001,IBAGUE,7300,730017,VIA IBAGUE - CAJAMARCA,MUNICIPIO ROVIRA,RIO COELLO,MUNICIPIO CAJAMARCA,Rural,Sin Informacion de Barrios,Altamira- Cerrajosa-  Coello Cocora-  Curalito-  Dantas-  Dantas las Pavas-  El Aguila-  El Oso-  El Paraiso-  Gamboa-  Honduras-  La Cima-  La Desputa-  La Esmeralda-  La Islandia-  La Linda-  La Loma de Cocona-  La Osera-  La Plata-Montebello-  Las Horm
1814,27,CHOCO,27001,QUIBDO,2700,270001,LIMITE URBANO,CL  30  Y  31,LIMITE URBANO,RIO ATRATO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
1165,19,CAUCA,19780,SUAREZ,1905,190580,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,La Toma
1170,19,CAUCA,19110,BUENOS AIRES,1910,191001,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
378,5,ANTIOQUIA,05837,TURBO,578,57860,CL 116,CL 91,KR 23,KR 7,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
1991,41,HUILA,41770,SUAZA,4160,416080,DG 8,CL 1,KR 1,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
641,13,BOLIVAR,13030,ALTOS DEL ROSARIO,1335,133508,M. BARRANCO DE LOBA,MUNICIPIO TIQUISIO,VIA ALTOS DEL ROSARIO-EL SIDAI,MUNICIPIO PINILLOS,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
373,5,ANTIOQUIA,05045,APARTADO,578,57841,L .U- C 119- K 100-C 94-K 95 Y C 103,LIMITE URBANO,LIMITE URBANO,KR  116 Y LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
3166,73,TOLIMA,73200,COELLO,7335,733501,CL 7,LIMITE URBANO,LIMITE URBANO,KR 4,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
2870,68,SANTANDER,68549,PINCHOTE,6835,683511,CL 7,CL 0,KR 1,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
858,15,BOYACA,15778,SUTATENZA,1530,153060,KR 8,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
2963,68,SANTANDER,68190,CIMITARRA,6860,686041,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
817,15,BOYACA,15047,AQUITANIA,1524,152420,CL 13,LIMITE URBANO,KR 1,KR 13,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
762,15,BOYACA,15180,CHISCAS,1514,151401,KR 10,KR 1,CL 1,CL 7,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
447,8,ATLANTICO,08675,SANTA LUCIA,840,84080,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
836,15,BOYACA,15455,MIRAFLORES,1526,152660,CL 11,LIMITE URBANO,KR 2,KR 15A,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
1631,25,CUNDINAMARCA,25839,UBALA,2512,251260,LIMITE URBANO,CL 1,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,SANTA MARIA
2569,54,NORTE DE SANTANDER,54125,CACOTA,5440,544010,CL 6A,CL 1 SUR,KR 1,KR 4,Urbano,Blanco- Calle Real- El Calvario- El Centro- La Esperanza- La Paz,Sin Informacion de Veredas
613,13,BOLIVAR,13212,CORDOBA,1325,132507,MUNICIPIO ZAMBRANO,MUNICIPIO SAN PEDRO,VIA ZAMBRANO-SAN PEDRO,M. OVEJAS Y EL CARMEN DE BOL.,Rural,Sin Informacion de Barrios,Barro Prieto
209,5,ANTIOQUIA,05652,SAN FRANCISCO,548,54810,CL 12,LIMITE URBANO,CL 10A,CL 6,Urbano,Sin Informacion de Barrios,Asiento Grande- Guacales-  La Maravilla
267,5,ANTIOQUIA,05347,HELICONIA,558,55820,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
816,15,BOYACA,15518,PAJARITO,1524,152407,MUNICIPIO AQUITANIA,MUNICIPIO AGUAZUL,MUNICIPIO LABRANZAGRANDE,MUNICIPIO RECETOR,Rural,Sin Informacion de Barrios,Cabecera Municipal- Charanga-  Curisi-  Huerta Vieja-  Jotas-  Miraflores-  Quebrada Negra-  Sabana
1232,19,CAUCA,19824,TOTORO,1925,192570,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
281,5,ANTIOQUIA,05789,TAMESIS,560,56020,LIMITE URBANO,CL 4,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,El Encanto
2715,66,RISARALDA,66572,PUEBLO RICO,6630,663011,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Cabecera Municipal- El Indio-  El Recreo-  La Palma
803,15,BOYACA,15226,CUITIVA,1522,152230,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
3344,76,VALLE DEL CAUCA,76403,LA VICTORIA,7625,762510,CL 21,CL 1 S,KR 2,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
734,15,BOYACA,15723,SATIVASUR,1508,150801,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
2969,68,SANTANDER,68092,BETULIA,6865,686501,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
2574,54,NORTE DE SANTANDER,54743,SILOS,5440,544050,CL 2,CL 8,LIMITE URBANO,LIMITE URBANO,Urbano,Buenos Aires- Calvario- El Centro- Guane- La Candelaria- La Milagrosa- Los Andes- Portal de la Pradera- Santo Domingo,Sin Informacion de Veredas
838,15,BOYACA,15897,ZETAQUIRA,1526,152680,CL 9,CL 1,KR 1,KR 6,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
2674,63,QUINDIO,63302,GENOVA,6320,632080,KR 15,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
1431,23,CORDOBA,23675,SAN BERNARDO DEL VIENTO,2315,231501,KR 23,KR 4,CL 4,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
127,5,ANTIOQUIA,05790,TARAZA,524,52460,CL 50A,LIMITE URBANO,KR 33,KR 35,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
848,15,BOYACA,15236,CHIVOR,1530,153001,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
2925,68,SANTANDER,68368,JESUS MARIA,6845,684551,CL 7,CL 2,KR 3,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Cabecera Municipal
941,15,BOYACA,15686,SANTANA,1544,154440,KR 1,KR 8,CL 1,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
3204,73,TOLIMA,73563,PRADO,7345,734520,LIMITE URBANO,CL 3,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
996,17,CALDAS,17001,MANIZALES,1700,170007,MUNICIPIO NEIVA,RIO GUACAICA,MUNICIPIO NEIVA,MUNICIPIO ANSERMA,Rural,Sin Informacion de Barrios,El 41- El Cacique-  El Guineo-  El Yunque-  Fonditos-  La Esperanza-  La Garucha-  Pueblo Viejo-  Tarroliso
2542,54,NORTE DE SANTANDER,54405,LOS PATIOS,5410,541010,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Barrio Torcoroma- BARRIO  LA SABANA- BARRIO BONITO- BARRIO DOCE DE OCTUBRE- BARRIO EL MIRADOR- BARRIO EL SOL- BARRIO KILOMETRO 8- BARRIO KILOMETRO 9- BARRIO LA CORDIALIDAD- BARRIO LA ESPERANZA- BARRIO LA INVASION JUANA PAULA- BARRIO LLANITOS- BARRIO LOS C,Sin Informacion de Veredas
784,15,BOYACA,15377,LABRANZAGRANDE,1518,151840,CL 12,LIMITE URBANO,LIMITE URBANO,KR 11,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
1832,27,CHOCO,27050,ATRATO,2720,272010,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
2712,66,RISARALDA,66687,SANTUARIO,6630,663001,LIMITE URBANO,CL 1,TV 2,KR 11A,Urbano,Sin Informacion de Barrios,Buenos Aires- El Tambo-  Mapa
2190,50,META,50001,VILLAVICENCIO,5000,500002,LIMITE URBANO,CL  35,LIMITE URBANO,KR 22C  Y  CL 36A,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
2133,47,MAGDALENA,47660,SABANAS DE SAN ANGEL,4750,475001,A CASA CAMPESINA,CL 11,KR 1,KR 11,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
1215,19,CAUCA,19743,SILVIA,1920,192070,KR 3,LIMITE URBANO,CL 22,CL 2 S,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
3518,86,PUTUMAYO,86320,ORITO,8620,862001,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
1192,19,CAUCA,19455,MIRANDA,1915,191520,CL 15,CL 2S,KR 1S,KR 12,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
3545,91,AMAZONAS,91001,LETICIA,9100,910001,LIMITE URBANO,RIO AMAZONAS,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
662,13,BOLIVAR,13655,SAN JACINTO DEL CAUCA,1340,134060,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
908,15,BOYACA,15676,SAN MIGUEL DE SEMA,1538,153820,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
1953,41,HUILA,41349,HOBO,4130,413060,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,CENTRO
1006,17,CALDAS,17050,ARANZAZU,1710,171040,CL 12,CL 2 S,LIMITE URBANO,KR 11,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
2118,47,MAGDALENA,47245,EL BANCO,4730,473040,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,10 de Julio- 15 de Enero- 2 de Febrero- 20 de Enero- Almirante Padilla- Chapinero- Club de Leones- El Banquito- El Bosque- El Canal- El Carmen- El Centro- El Huerto- El Proceso- Gore- Inscredial- La Candelaria- La Esperanza- La Paz- La Playa- La Plegaria-,Sin Informacion de Veredas
1921,41,HUILA,41872,VILLAVIEJA,4110,411020,CL 6,CL 3,TV 2,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
829,15,BOYACA,15660,SAN EDUARDO,1526,152607,MUICIPIO ZETAQUIRA,MUNICIPIO PAEZ,MUNICIPIO AQIUTANIA,MUNICIPIO BERBEO,Rural,Sin Informacion de Barrios,Cabecera Municipal- Villanueva
3230,73,TOLIMA,73675,SAN ANTONIO,7355,735530,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
2114,47,MAGDALENA,47318,GUAMAL,4730,473020,KR 1,KR 14,CL 15,CL 1,Urbano,Sin Informacion de Barrios,Cabecera Municipal
410,8,ATLANTICO,08549,PIOJO,810,81067,M. JUAN DE ACOSTA,MUNICIPIO LURUACO,MUNICIPIO USIACURI,MPIO. SANTA CATALINA,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
1279,19,CAUCA,19701,SANTA ROSA,1945,194520,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
3294,76,VALLE DEL CAUCA,76606,RESTREPO,7605,760540,CL 27,CL 2,KR 2,KR 21,Urbano,Sin Informacion de Barrios,El Agrado
750,15,BOYACA,15097,BOAVITA,1510,151060,CL 10,CL 0,KR 4,KR 10,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
1853,27,CHOCO,27660,SAN JOSE DEL PALMAR,2730,273070,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
3407,76,VALLE DEL CAUCA,76109,BUENAVENTURA,7645,764507,M. EL LITORAL DE SAN JUAN,VIA BUENAVENTURA - RESTREPO,MUNICIPIO CALIMA,VIA BUENAVENTURA - LITORAL DE SAN JUAN,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
108,5,ANTIOQUIA,05361,ITUANGO,520,52070,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
408,8,ATLANTICO,08372,JUAN DE ACOSTA,810,81048,MAR CARIBE,MUNICIPIO PIOJO,VIA TUBARA-PIOJO,MAR CARIBE,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
